,Row.names,ACCNUM,SYMBOL,DESC,OD_005_U133_2.CEL,OD_006_U133_2.CEL,OD_009_U133_2.CEL,OD_010_U133_2.CEL,OD_012_U133_2.CEL,OD_015_U133_2_2.CEL,OD_017_U133_2.CEL,OD_026_U133_2.CEL,OD_027_U133_2.CEL,OD_029_U133_2.CEL,OD_032_U133_2.CEL,OD_033_U133_2.CEL,OD_034_U133_2.CEL,OD_035_U133_2.CEL,OD_038_U133_2.CEL,OD_039_U133_2.CEL,OD_041_U133_2.CEL,OD_042_U133_2.CEL,OD_043_U133_2.CEL,OD_046_U133_2.CEL,OD_049_U133_2.CEL,OD_050_U133_2.CEL,OD_051_U133_2.CEL,OD_052_U133_2.CEL,OD_054_U133_2.CEL,OD_055_U133_2.CEL,OD_057_U133_2.CEL,OD_058_U133_2.CEL,OD_060_U133_2.CEL,OD_064_U133_2.CEL,OD_067_U133_2.CEL,OD_075_U133_2.CEL,OD_076_U133_2.CEL,OD_078_U133_2.CEL,OD_080_U133_2.CEL,OD_081_U133_2.CEL,OD_082_U133_2.CEL,OD_084_U133_2.CEL,OD_085_U133_2.CEL,OD_087_U133_2.CEL,OD_090_U133_2.CEL,OD_091_U133_2.CEL,OD_092_U133_2.CEL,OD_093_U133_2.CEL,OD_094_U133_2.CEL,OD_096_U133_2.CEL,OD_100_U133_2.CEL,OD_102_U133_2.CEL,OD_104_U133_2.CEL,OD_105_U133_2.CEL,OD_106_U133_2.CEL,OD_109_U133_2.CEL,OD_110_U133_2.CEL,OD_111_U133_2.CEL,OD_112_U133_2.CEL,OD_113_U133_2.CEL,OD_114_U133_2.CEL,OD_116_U133_2.CEL,OD_117_U133_2.CEL,OD_118_U133_2.CEL,OD_120_U133_2.CEL,OD_123_U133_2.CEL,OD_130_U133_2.CEL,OD_131_U133_2.CEL,OD_132_U133_2.CEL,OD_133_U133_2.CEL,OD_134_U133_2.CEL,OD_136_U133_2.CEL,OD_138_U133_2.CEL,OD_139_U133_2.CEL,OD_141_U133_2.CEL,OD_142_U133_2.CEL,OD_143_U133_2.CEL,OD_144_U133_2.CEL,OD_148_U133_2.CEL,OD_149_U133_2.CEL,OD_151_U133_2.CEL,OD_152_U133_2.CEL,OD_153_U133_2.CEL,OD_155_U133_2.CEL,OD_156_U133_2.CEL,OD_157_U133_2.CEL,OD_158_U133_2.CEL,OD_159_U133_2.CEL,OD_160_U133_2.CEL,OD_307_U133_2.CEL,OD_308_U133_2.CEL,OD_311_U133_2.CEL,OD_316_U133_2.CEL,OD_317_U133_2.CEL,OD_321_U133_2.CEL,OD_323_U133_2.CEL,OD_324_U133_2.CEL,OD_326_U133_2.CEL,OD_329_U133_2.CEL,OD_342_U133_2.CEL,OD_353_U133_2.CEL,OD_357_U133_2.CEL,OD_358_U133_2.CEL,OD_362_U133_2.CEL,OD_363_U133_2.CEL
,,,,,Pax3,Neg,Neg,Pax3,Neg,Pax3,Pax3,Pax3,Neg,Ncoa1,Pax3,Pax3,Pax3,Pax3,Neg,Neg,Neg,Pax3,Neg,Neg,Pax3,Neg,Pax3,Pax7,Neg,Neg,Pax3,Pax3,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Pax3,Neg,Neg,Neg,Neg,Neg,Neg,Neg,Pax3,Pax3,Pax7,Pax3,Neg,Pax3,Neg,Pax7,Pax7,Neg,Neg,Neg,Neg,Pax3,Pax3,Neg,Pax3,Pax3,Pax3,Neg,Pax3,Pax7,Pax3,Neg,Pax3,Neg,Neg,Neg,Pax7,Neg,Pax7,Neg,Neg,Pax3,Neg,Neg,Pax3,Pax3,Neg,Neg,Neg,Pax7,Pax3,Neg,Pax7,Pax3,Neg,Neg,Pax3,Pax7,Neg,Pax3,Neg
73,1552344_s_at,NM_054026,CNOT7,CCR4-NOT transcription complex subunit 7,5.829262358,6.668508334,5.977882569,4.086470342,6.214436982,3.841473737,4.83871962,5.256113816,4.439657247,6.790866666,5.115665977,5.595192471,5.042076866,4.925881491,4.607748287,5.414197066,6.358829416,5.930487191,5.023632501,5.757953397,3.752329219,4.784797952,5.051093935,4.801819373,5.583435621,4.769784744,4.695416299,4.848232667,5.543822875,4.835918002,4.950385769,4.606302254,5.545216682,5.460520339,5.202180778,4.76853258,4.663917415,4.820547945,5.705669668,3.648539305,4.970100848,5.102490988,4.684378939,4.964904653,6.928314408,5.232214571,6.001199935,5.991994147,4.563064351,5.157545636,4.639609697,4.708628829,5.526318952,4.294426006,4.058192403,4.855933442,3.532659568,3.651611721,5.597501209,5.656620555,4.665852315,4.172696515,3.375500079,4.273883657,5.134087077,3.077790329,3.881708779,4.55279651,3.520313988,4.267243663,4.63375493,3.884833666,4.424339977,4.769978787,5.695501897,6.009730738,5.559395898,5.552697943,3.967487508,5.565587124,5.28778893,5.524851514,5.983254285,5.182540977,3.716204736,5.32430179,5.211064454,5.961667236,5.400879372,5.132344879,4.109830987,6.04822816,5.826762555,4.835956803,5.686485332,6.210605725,4.453192556,3.820396714,4.473458459,5.145299655,4.706863215
74,1552347_at,NM_145311,CRYZL1,crystallin zeta (quinone reductase)-like 1,6.550943592,5.240464372,6.741541903,5.850195409,6.024388384,6.792342029,5.915963182,7.196134359,8.061285028,6.935556536,6.398301866,6.889808433,7.108782354,7.432981901,6.618651536,5.810739252,6.068155232,6.933350013,5.579393295,6.420588704,7.932352673,6.335501381,6.011437847,6.390318353,6.505556838,6.057609723,6.985251939,6.427587223,4.806181211,6.176610716,5.447578774,5.680411868,4.093821676,5.669842661,6.159248243,5.54514477,5.028744797,4.729080552,6.365298795,6.991359325,5.901635658,6.66462475,6.067738435,5.407440802,5.379926525,6.42722161,6.539015994,6.89119811,7.005309072,6.866027554,5.578854444,6.955150328,6.009585512,6.440387055,6.665029374,6.135128533,6.437320153,4.790937421,6.304053804,6.40581553,5.564261717,6.352049935,6.355019532,6.330974243,6.881789766,7.016153737,7.28138181,6.288927967,6.742172563,6.660984488,6.822995825,7.305264263,6.943278315,7.086583089,6.261148918,6.654194674,7.465190131,6.083565675,7.851292591,6.828611678,6.178974943,6.191440176,6.432353651,6.465508515,6.499551808,6.135830731,6.505816349,5.825921872,5.096488436,5.962776867,6.997950207,6.018203771,7.064198126,6.395640765,5.451173451,5.893998618,6.798713689,6.698417656,6.577433824,6.668644004,5.555313508
75,1552348_at,NM_152891,PRSS33,protease serine 33,4.003981053,4.04896179,4.145353145,4.339381779,4.163953172,4.060640069,3.95357533,4.20397242,4.013670875,3.875358363,4.129880794,3.928144338,3.951201274,3.942344827,3.724950819,4.230698862,3.971337677,4.347404222,4.028665297,4.10529999,4.012639922,4.193166056,4.379792911,4.378105699,4.267083243,4.508398757,4.025141761,4.134382076,4.59397413,4.367983883,4.473995565,4.298092998,4.657329886,4.463319131,4.235142922,4.794955705,4.441658234,4.295600698,4.403377772,3.850437513,4.218586611,4.181886792,4.169478691,4.265200159,4.328543149,4.179639996,3.847119284,3.803094497,3.9675017,4.003111436,5.19232448,4.580236758,4.101084962,4.459155527,4.385362435,4.024926523,4.077419259,4.468976728,4.149155369,3.926839695,3.831402106,4.065606889,4.857053079,4.420938841,4.298358381,4.340681103,4.443467599,3.938052162,4.402625291,4.071049709,4.062546427,4.471675027,4.071149698,4.134513949,4.046224185,4.132907666,4.067013235,4.160264459,4.077908224,4.233483049,4.026629954,4.104517817,4.249722476,4.078469386,4.296401201,4.143856376,3.917139196,4.143856376,4.239942251,4.095199718,3.995983708,4.12477249,4.188609684,4.161859514,4.328387549,4.148702634,3.730850218,3.908842631,3.59656535,4.050902425,4.202109115
76,1552349_a_at,NM_152891,PRSS33,protease serine 33,2.407140325,2.683361929,2.765221542,2.862999544,2.658352939,2.612421806,2.839091821,2.813601547,2.547967475,2.552469003,2.7193042,2.742471106,2.626832016,2.536310682,2.226462269,2.710993924,2.651376831,2.822595591,2.601458019,2.834069245,2.807124476,2.679660593,2.750269219,2.758412322,2.750269219,2.80555407,2.697434229,2.818011262,2.750269219,2.662923967,2.63382168,2.772629138,2.665289042,2.936662208,2.734507541,2.919385567,2.781045451,3.034305868,2.840749714,2.5046202,2.800578192,2.748614833,2.819225622,2.837633225,2.7240748,2.746706369,2.668542067,2.787340844,2.665589032,2.814933332,3.11651958,2.706082475,2.520853593,2.5376042,3.206052969,2.642538792,3.093776676,3.212726359,2.785168643,2.655601839,3.166537589,2.892538203,2.856422517,3.103879824,2.950648249,2.976817235,2.87947942,2.484490962,2.975029055,2.828286469,2.964506215,2.55498556,2.69755679,2.851053808,2.794504629,2.733577065,2.60105653,2.665289042,2.487101845,2.658848279,2.710453445,3.139272613,2.750269219,2.512007878,2.741809203,2.750269219,2.23606708,2.582794943,3.017021093,2.951611919,2.655601839,2.568370379,2.867127216,2.915562978,2.662381932,2.880379206,2.55543703,2.577499179,2.576762128,2.599479198,2.599321887
77,1552354_at,NM_152769,C19orf26,chromosome 19 open reading frame 26,3.32433691,3.339895795,3.718031689,3.425336829,3.484309029,3.093021964,3.629051845,3.613628638,2.906905026,3.323690418,3.267489926,3.203411183,3.260393703,3.224882477,3.115035792,3.172070828,3.448714217,3.391055814,4.148780367,3.283946363,3.333033847,3.442549973,3.912058008,3.225631965,3.505453919,4.033183395,3.363250317,3.227344321,3.901212478,3.762277142,3.653736539,4.509382237,4.145539014,3.865890471,4.100609837,4.083266426,4.01092161,4.245244494,4.35697319,3.856514696,3.604228391,4.228714264,3.699076059,3.56483938,3.61497245,3.722939321,3.518475735,3.419001426,3.957154347,3.44719733,3.606507207,3.794641418,4.128925015,3.8522623,4.443952244,3.71240735,4.112309627,4.397237709,3.271703095,4.466721809,4.434383179,3.683077294,3.413975782,3.974076823,3.556872026,3.914535992,3.242501274,3.306410094,3.658424936,3.208666428,3.468631696,3.304246179,3.088279315,3.222051234,3.644222977,3.261017161,3.682706692,3.218691038,3.386718712,3.217476069,3.224769647,3.716206565,3.400837565,3.434457151,3.258240347,3.214195007,3.557628458,3.118666053,3.718786625,2.994517774,3.1564154,3.26122895,3.242353753,3.320717573,3.496088117,2.965540739,3.122875853,2.79900741,3.349732689,3.041756206,3.174525192
78,1552355_s_at,NM_152769,C19orf26,chromosome 19 open reading frame 26,4.005542306,3.791934216,3.940554109,4.369006281,4.047544759,4.09265718,4.107427662,4.258581617,4.137245445,4.043792926,4.132313585,3.794415617,4.16700575,4.106312053,4.048478795,4.138417298,4.194004923,4.350970864,4.110538072,4.308699226,4.137136809,4.260248787,4.411964162,4.348106218,4.340857979,4.521308055,4.195164009,4.074799458,4.302380179,4.339410625,4.267094338,4.616261357,4.571400534,4.74420674,4.288693336,5.041141802,4.422208775,4.269825757,3.949957448,4.272650748,4.331979723,3.890788171,4.084229589,4.1705798,4.398243775,4.079836366,4.31874135,4.025669778,4.265288585,4.281823177,4.675176074,4.451520188,4.449784603,4.222832363,4.315191346,4.302799815,4.122855294,4.791749995,4.431059842,4.756327581,4.38375499,4.297590528,4.456624587,3.990564008,4.42058645,4.39025738,4.279890377,4.222143397,4.230992833,4.213322882,4.136629225,4.436183702,4.200672261,4.24838931,4.138733989,4.406703219,4.408115516,4.358887756,3.953229501,4.142119834,3.863441108,4.308859312,3.995266983,3.888996823,4.032129042,4.213322882,4.423468459,4.20548479,4.278990122,4.382577965,3.942792623,3.874158736,3.982982882,4.468587994,4.173160641,4.213322882,3.910327656,4.135679971,3.999207385,4.033987386,3.98746466
79,1552359_at,AL833526,C8orf45,chromosome 8 open reading frame 45,2.19626498,2.168565056,2.237286025,1.933127222,2.096136501,2.105645944,2.014140684,2.025200766,2.039922453,2.021337106,2.199457367,2.071773901,2.027059191,2.153235094,2.063200374,2.191637273,2.042139746,2.078123189,2.118356774,2.065827375,1.984376377,2.083365302,1.965386846,1.961960965,1.878309653,2.066622512,2.128808139,1.985333972,1.960951704,2.18073304,2.097237289,1.843530599,2.260653787,2.280337676,2.449633832,2.165968996,2.082461156,2.329980353,2.195340607,2.247187275,2.40118225,2.061961842,2.01315352,2.089447161,2.040266916,2.078115124,2.356867511,1.971661057,2.081240311,1.882417233,2.099433914,1.894250649,2.027778075,2.282377984,2.29344164,1.874005971,2.307706839,2.351072327,2.082461156,2.384454519,1.820231901,1.882470558,2.09426262,2.025099665,2.141724183,2.217999935,2.000946941,1.910791579,1.980874671,1.899548611,2.02647728,2.092868001,2.113425242,1.996929337,2.223376183,2.448132896,1.995650466,2.165235599,2.205256312,2.266427869,1.928786736,2.223449027,2.158869826,2.158612545,2.203731058,2.199921333,1.913526728,1.949896305,1.900875692,2.082461156,2.057592761,1.896653044,2.048484887,2.06181293,1.915327177,1.962117928,1.786093441,2.222331746,1.978144081,2.006479963,2.183244881
80,1552360_a_at,NM_052887,TIRAP,toll-interleukin 1 receptor (TIR) domain containing adaptor protein,4.327428366,3.722003255,3.237583193,3.398287439,3.912952955,3.029362766,3.676742806,3.353194548,4.228390473,3.62438887,3.477899819,3.460084282,3.865558953,3.562739747,4.315997149,3.593844834,3.513694844,3.710648865,3.720446265,3.917551444,3.350271346,3.702659844,3.54400385,3.5065291,3.51775361,3.628639792,3.622367696,3.321874596,3.022778195,3.57452358,3.797213854,3.578707793,3.849872093,3.776696935,3.215169645,3.823413172,3.158528036,3.633419213,2.999716627,4.194858774,3.37675243,2.907346545,3.2224272,3.757283044,3.737861723,4.786583623,3.98290856,3.664200986,3.812713386,3.333721082,3.608618415,3.467839386,3.916794032,3.647416312,3.169795559,3.949140759,3.463132259,3.677366639,4.294858192,3.162976147,3.54985417,3.413428045,3.561401433,3.133410189,3.167472488,3.378219308,3.613884373,3.06613881,3.322094701,3.563771504,3.57452358,4.060340733,3.821147019,2.965651521,3.463427678,3.894559514,3.166534257,4.325678748,3.4569034,3.416798451,3.5255785,3.133120667,3.121378796,3.096422106,3.688912617,3.576995186,3.616023797,3.915748417,3.38174387,3.04202932,3.479849987,3.419599719,3.406231656,3.315287888,3.493070354,3.44882397,3.940029705,3.925124798,3.253913295,3.697464715,3.536276623
81,1552362_a_at,NM_052971,LEAP2,liver expressed antimicrobial peptide 2,4.505012884,4.510316698,5.061206457,4.940725875,4.526133892,4.873308681,5.572497817,4.936555025,6.249480094,5.081495283,5.175549449,4.634086254,5.179044282,4.389709754,4.95245714,4.164132365,4.136185242,5.053960716,4.397682012,4.343338814,4.660808988,4.619124964,4.345944655,4.763656211,4.862853452,4.401363176,4.87206973,4.653764572,4.931587062,3.944217594,4.311287861,4.675929954,4.999569948,4.870870377,4.743376585,4.498593448,4.336282579,4.778943208,3.553522104,5.117128771,4.471273725,4.831273678,5.055574785,4.489723401,4.101713438,4.302811188,4.589472,5.597508132,4.919972966,4.797206205,4.399658224,5.349547735,4.898947043,4.939671396,4.978598136,3.81229287,4.31529908,4.02597465,4.712552129,5.194460034,5.261112629,4.80128995,5.080417036,5.47257731,4.281435411,4.677472551,5.041742911,6.566438853,5.03342241,4.93290912,5.140075138,5.328194399,4.900890416,6.586461921,4.588638827,4.594982302,5.801511573,4.425048134,5.208184215,4.486941234,4.1116645,4.461919167,4.898130403,3.925002073,4.757613931,4.372098509,5.409167653,4.708314073,4.218857243,5.236434892,4.675929954,4.557153156,4.523951997,5.512321662,4.658325014,4.318762392,4.675321937,4.144491469,4.130751449,4.257805255,4.376935874
82,1552364_s_at,BC001526,MSI2,musashi homolog 2 (Drosophila),4.130412243,3.710237145,4.79773624,3.511819886,4.01769018,4.835793873,3.925964914,4.332457082,4.088835375,3.397091554,3.401593264,3.467580659,3.363384261,3.448441369,3.411868466,4.082775859,3.093064521,5.55950827,3.575069429,4.196256653,3.508359599,3.621111054,3.239081114,3.117243069,3.349228185,3.122420834,3.454349786,3.458189136,3.710755802,3.633213356,3.67088714,3.393460286,2.972754615,3.119398822,3.717576752,3.364917489,3.698646022,3.785801011,3.341777031,3.922586478,4.523244974,3.604900694,3.704174173,3.783249154,3.381240574,3.181637419,3.483172137,3.255862749,3.213553161,3.182259381,3.428546099,3.851003185,3.067869574,2.793828511,3.405746682,3.221797409,3.485052802,3.125017547,3.211068048,3.378824402,3.984983534,3.320630422,3.234293466,3.09031874,3.877941229,3.485741294,3.508949148,3.62194187,3.224769647,3.080425117,3.597927911,3.383564383,3.803385347,3.520048055,3.135661063,3.421710887,3.419756041,3.277533381,3.223503941,3.110133137,3.669506858,3.975420424,4.057124265,3.27124238,3.555336316,3.455195391,2.658871934,3.454584022,3.516352202,4.61513271,3.250383772,3.051040399,3.795196074,3.960282387,3.119612688,3.91538752,3.213610561,2.895484883,3.072039699,3.26812271,3.151361856
83,1552365_at,NM_033128,SCIN,scinderin,2.512763223,6.735340054,2.04890625,3.453427845,2.60228916,2.011949045,1.953548742,2.146324165,2.591152,2.296564441,2.668681688,2.530022446,1.953070012,2.60675056,7.203575432,4.74211375,2.190320187,2.216494162,2.639236233,2.109580523,2.026983807,2.357577495,2.175612222,2.282359697,2.767266618,2.169231889,2.492314097,3.487260224,2.066983219,2.029482269,2.255808146,2.28666,2.54260775,2.31503339,2.69422434,2.730025599,3.689409788,2.224304917,2.178405764,2.127709042,2.544291082,2.20027045,2.327687889,2.315884541,1.920799471,2.162133389,2.943942277,2.084153516,2.540538353,1.924153755,2.093515979,2.053062253,2.28752303,3.401523458,2.160724796,2.219802478,2.373890848,2.617338231,2.06603109,2.018214014,2.070150219,2.596630393,3.38090039,3.402022846,1.89337853,1.920673692,2.505776449,3.01652602,4.003437883,2.112511478,2.315884541,1.930230359,3.404953625,2.113442999,2.170174657,2.11000534,2.08844614,2.598525886,2.467176655,1.962070664,3.67051473,2.034224897,2.007473832,2.076615218,3.842837558,2.124190592,1.893101447,5.782451856,2.164236954,2.373890848,2.586784795,2.109355863,1.944175742,2.717781587,3.869528581,2.132392583,2.245375066,2.314260136,2.442187517,2.875354756,2.21063657
84,1552367_a_at,AF276507,SCIN,scinderin,2.374916957,4.408043811,2.04665996,2.290325047,2.545458452,2.132074722,1.946340088,2.004146843,2.490539735,2.063780576,2.135668579,2.188932016,2.060983587,2.35934439,5.953269746,3.081454364,2.181693701,2.073304705,2.601458019,2.211846587,2.021112103,2.092641275,2.230843263,2.165323711,2.246661374,2.113204933,2.220905787,2.485730401,2.267989404,2.109358711,2.119268936,2.441169198,2.127020934,2.054975842,2.237482352,2.465804782,2.3773989,2.253795165,2.062318551,2.056514325,2.152009934,2.363520813,2.223129,2.368778059,2.43962725,2.160362756,2.74311932,2.157349156,2.611714935,2.389988463,2.04970062,2.065671281,2.6265175,2.691475465,2.23367815,2.030484497,2.41348995,2.52362851,2.067565102,2.152511429,2.145738111,2.336042347,2.332304608,2.817184726,2.29342143,2.22844452,2.399585424,2.293235765,2.92375016,2.002447204,2.301073552,2.290987254,2.838656243,2.235529228,2.316299173,2.121520698,2.199439791,2.230843263,2.178022416,2.239193973,2.698219843,2.230843263,2.320405309,2.140078439,3.247005167,2.389661651,2.389661651,4.157691159,2.266684557,2.453045271,2.093434056,1.970948152,2.140011362,2.130435523,2.545744933,2.227865848,2.171122918,1.947507491,2.283774383,2.114026465,1.733808844
85,1552368_at,NM_080618,CTCFL,CCCTC-binding factor (zinc finger protein)-like,2.302059192,2.186744419,2.316316692,2.488683197,2.410328963,2.498880695,2.280372118,2.440910917,2.288212016,6.800163503,2.624111494,2.326010028,2.294286311,2.180610887,2.421103088,2.364695284,2.40937713,2.341156427,2.703252727,2.522869927,2.440440419,2.360491982,2.427410465,2.300133576,2.429182442,2.405416838,2.355478042,2.355638267,2.491742242,2.495839501,2.511971108,4.738435967,7.033672271,2.756362939,2.476052926,2.907164543,2.501737103,3.721841226,7.519991033,2.638314631,2.583756695,2.37460133,5.230953835,7.78796951,2.615438843,7.758278195,2.469008038,3.978458961,2.733911299,2.411519295,2.555634758,2.656524266,2.507477974,2.345155176,5.764473876,2.547084583,2.686103335,2.293671654,2.36660587,2.405416838,5.973175048,2.450689164,2.451488644,6.774867397,2.486792444,2.371028065,2.449639283,2.552249714,2.323988517,2.322951993,2.524422753,2.650580211,2.374193442,8.611807827,2.397887723,2.38360654,2.333823077,2.402171722,2.58315443,7.357540704,5.033581959,2.451316842,6.244881978,3.911885083,2.20826909,2.494801,2.515413501,2.722219674,8.31828823,2.263018301,2.328677862,2.40481844,2.388910476,2.383115704,2.657427797,3.999508189,2.32635865,2.338303932,2.288269399,2.270578692,4.232762551
86,1552370_at,NM_173487,C4orf33,chromosome 4 open reading frame 33,4.777369709,4.726772683,4.556105959,3.758799388,4.762829694,4.416730875,3.518619184,3.658618209,4.663378252,3.537382713,3.286446443,3.926994619,3.8994619,4.223952099,5.25055249,4.444637767,4.27749933,4.418095922,3.945213563,4.783747325,3.257268599,3.726627111,3.403450023,3.534590791,4.276941144,2.682180903,3.999103248,3.813808319,3.836578726,3.748750075,4.398453573,3.876133041,4.129443756,4.025180597,4.271720992,3.779616424,3.8994619,3.720482378,3.398538607,4.699344893,3.148663013,4.279109696,3.764754001,4.301728511,5.895303619,4.109580311,3.870323756,3.788270541,4.276012879,3.670414402,3.163524881,4.12689123,3.6137983,4.122265612,4.049728797,3.916770705,3.763371536,4.252619463,4.000531186,3.844061355,3.715387739,3.653793604,3.907830752,3.663731562,3.856489414,3.646296029,4.44903923,4.412616615,3.605987632,3.643468747,3.90263868,3.920952899,3.668485156,3.919043309,4.118784469,3.775852598,3.453485546,5.063809432,3.93790674,3.257375489,4.569918074,3.707138567,3.8994619,3.932624901,4.241686512,4.377276653,3.583662246,4.242569282,3.8994619,3.642245343,3.702904181,4.060939926,3.543199518,3.389433579,3.640347634,3.590447169,3.959825239,4.204862198,3.532149118,3.917386873,3.767205276
87,1552372_at,BC016358,C4orf33,chromosome 4 open reading frame 33,1.747013175,1.822973472,1.838629283,1.798737265,1.875688438,1.911936216,1.807077804,1.948077568,1.818124875,1.81243755,1.751649259,1.838732693,1.669812453,1.936967416,1.838212001,1.891762293,1.815510711,1.650477386,1.87826418,1.806663266,1.74081196,1.816704331,1.653583628,1.82916207,1.747822452,1.859754732,1.730847283,1.767305308,1.769736865,1.836646468,1.749691752,1.89084503,1.818124875,1.749745103,1.990149614,1.927603838,1.967484994,1.962729483,1.865842181,2.054490757,1.973060603,1.859200255,1.814055463,1.651589389,1.84197781,1.90556901,1.681337222,1.837776096,1.869332205,1.792442396,2.15246633,1.887060605,1.942858773,1.84410669,2.049348602,1.928669011,1.778083525,1.963559139,1.721279051,1.89818348,1.77637034,1.808420417,1.769736865,1.741477155,1.949509123,1.82869167,1.820167512,1.737209703,1.825326366,1.883659818,1.841976813,1.818244827,1.905044794,1.919029417,1.710130587,1.684393639,1.836797119,1.76885624,1.791736881,1.912855986,1.747013175,1.832689855,1.818244827,1.843463079,1.823590601,1.862356456,1.86117479,1.743980962,1.636754547,1.751833892,1.89818348,1.788635919,1.765035764,1.772514618,2.246424436,1.799330827,1.838789513,1.799899359,1.84425912,1.814190035,1.890221207
88,1552373_s_at,BC016358,C4orf33,chromosome 4 open reading frame 33,1.804595063,1.726187892,1.849179086,2.070624217,1.870199144,2.048459022,1.755405497,1.944774399,1.941933881,1.861518313,1.873427387,1.878043751,1.783084016,1.829535652,2.065529654,2.054351348,1.82184746,1.826281098,1.973856333,1.874733436,1.828222195,1.956728919,1.806049616,1.842778359,1.948603699,2.026627628,1.803024257,1.815128336,1.821750723,1.759989919,1.935476125,1.90406621,2.3297293,2.090019501,1.967669076,2.269418551,2.418633587,2.044967086,1.898922314,2.03794467,1.865053463,1.969412273,1.996804381,1.84203225,2.084488899,1.951524223,2.101535869,1.832315304,2.185493355,2.070405868,2.434413013,1.986179656,1.768186104,1.948582948,2.045023402,1.947017083,2.023945811,2.159525999,1.994704124,2.221615584,1.90794762,1.751255887,1.909403303,1.811515754,1.845004542,2.093204384,1.90406621,1.90406621,1.898010145,1.859582748,2.004565868,2.08841761,1.849179086,1.90406621,1.830838946,1.806376184,1.839833697,1.815596524,1.878226077,1.928305708,1.842511696,1.927629326,1.947698787,1.84203225,1.876986597,2.028211749,1.943506663,1.865014698,1.802909274,1.765435247,1.812385982,1.775125629,1.846802619,1.893134402,2.045023402,1.906605067,1.812385982,1.64151078,1.739061651,2.045364661,1.955174634
89,1552375_at,NM_032433,ZNF333,zinc finger protein 333,4.660870311,3.69592489,3.680668285,3.732153731,3.130521085,3.524266432,3.133691487,4.270737507,3.976651155,3.913706107,4.942630685,4.066559525,3.474639329,3.948864744,2.864435735,3.059969999,3.52922569,3.66072694,3.261901647,4.058357998,3.629934033,4.113466478,3.33975494,3.973284696,4.132867398,3.335813665,3.609820989,3.593577792,4.334893184,3.907024887,3.807102206,3.47989887,3.123056972,3.870776202,3.670983592,3.508032714,3.833232282,3.547171721,4.266155021,3.567055602,3.750365162,3.961650741,4.287645485,3.699668827,3.02184761,4.642413216,4.497206917,3.400778088,4.079837034,4.499887576,3.892473971,3.588277551,3.355901246,3.383060271,3.34696249,4.271731478,3.860146768,3.334522791,4.002804548,4.259178121,3.637798464,3.506539797,3.671029512,4.112929509,4.237689297,3.79998105,3.692139128,4.852217839,3.515199375,4.068226663,3.543889849,4.435617468,3.697348847,4.320406101,3.354538468,4.352663772,4.153719825,4.88331191,4.767049163,4.199256154,3.225725958,4.260889414,3.672811667,4.437159646,3.668604653,4.565325948,5.678333337,3.540911307,3.669021327,4.128169922,3.850097967,3.833232282,4.808666245,4.284691649,3.766343405,3.836556312,3.712340831,3.655193958,3.78747097,5.169626898,3.71231959
90,1552377_s_at,NM_145301,FAM18B2,family with sequence similarity 18 member B2,4.855389161,4.857956429,5.000920593,5.234554644,5.194637292,4.731733893,4.721142254,5.052135742,4.751931433,5.107079818,4.872965574,4.978575007,4.813455593,4.913258485,5.1416247,5.159726175,4.982256829,4.997921109,5.67108973,4.828547976,5.168749544,5.09213502,5.180436824,5.120740229,5.09676689,4.917039771,5.128836593,5.135112957,5.173782869,5.13770435,5.42756458,4.848336833,5.421214753,5.172424849,5.348031704,5.166679241,5.006072566,5.610755773,5.190564936,5.413680428,5.172247322,4.889442267,5.384422974,5.268410008,4.963291687,4.853673194,5.058905408,4.85146535,4.910082942,5.145992136,5.593863564,5.181393821,5.345223368,5.314286078,5.3680621,5.1135352,5.260620946,5.300134874,4.994300314,5.163846495,4.841122706,4.984145012,5.061676013,4.925279892,4.976710411,5.313686723,5.262005061,5.273035934,5.259225324,4.947824448,5.023512877,5.078054158,5.002632155,4.907548983,5.231979113,5.461795399,5.13350261,4.737190698,4.92572614,4.76285841,5.144592382,5.35376241,4.841640875,4.915757317,5.15981098,5.339211694,4.880480672,5.049845708,4.913248721,5.25132186,4.809659405,5.09864704,5.072507311,5.151594283,4.972684125,5.202521806,5.116780317,4.997367038,4.909169212,4.924823843,5.012045577
